0,1,2,3
16641.0,21916.0,0.1173115510084153,2.0
17344.0,24108.0,0.11774973460691965,2.0
18603.0,19219.0,0.11927279656317283,2.0
21317.0,24172.0,0.12167579874403951,2.0
17807.0,18034.0,0.12200409829181975,2.0
18045.0,20093.0,0.12333693688429269,2.0
15938.0,21773.0,0.12373762564394078,2.0
19242.0,21274.0,0.12377802712921225,2.0
17232.0,24207.0,0.12452309022827865,3.0
16322.0,24208.0,0.12465017716259646,3.0
19494.0,21227.0,0.12555078653676371,2.0
16554.0,16665.0,0.12617844506887851,2.0
18722.0,20781.0,0.1270865846578623,2.0
17346.0,23526.0,0.12723207142855142,2.0
17876.0,24206.0,0.1276414248327452,3.0
15910.0,20899.0,0.12786320815621674,2.0
16883.0,24211.0,0.12813404439622336,3.0
19073.0,19426.0,0.1286040434823105,2.0
22540.0,24216.0,0.12918333225820328,3.0
17928.0,22023.0,0.12934836682386064,2.0
20390.0,20503.0,0.1295607965396941,2.0
17882.0,24004.0,0.129657240445723,2.0
15999.0,24222.0,0.12967009421348222,3.0
24209.0,24210.0,0.12970543550676675,4.0
22414.0,22524.0,0.13093891705677116,2.0
19169.0,24224.0,0.13131006562077932,3.0
16104.0,19391.0,0.1313278340642227,2.0
17763.0,24215.0,0.1324776710745375,3.0
17441.0,20707.0,0.13263860674780936,2.0
24205.0,24213.0,0.1329466058235411,5.0
15976.0,17636.0,0.13322912594474232,2.0
19895.0,23280.0,0.1335889216963742,2.0
20613.0,24228.0,0.13363644712427827,5.0
17751.0,19751.0,0.13401865541781874,2.0
16955.0,21130.0,0.134130533436649,2.0
17004.0,24229.0,0.13428948829549797,3.0
19084.0,22505.0,0.13527379642783743,2.0
21907.0,22528.0,0.13603675973794718,2.0
20141.0,21512.0,0.13606248564538276,2.0
17861.0,18328.0,0.1360955546665652,2.0
17965.0,19758.0,0.1364917579929292,2.0
16582.0,23925.0,0.13677353545185567,2.0
18217.0,22067.0,0.13744453426746372,2.0
17840.0,20787.0,0.1375390853539458,2.0
24218.0,24227.0,0.13812554675608232,5.0
17338.0,24231.0,0.13839436404709546,3.0
16092.0,19979.0,0.13843048797140028,2.0
23599.0,23757.0,0.1386470338665778,2.0
20536.0,24060.0,0.13881642554107193,2.0
24232.0,24238.0,0.13966841685458703,5.0
20003.0,22152.0,0.13971041478715926,2.0
20483.0,24234.0,0.1397528771319814,6.0
18220.0,21668.0,0.13983561778030654,2.0
16661.0,24248.0,0.14066627172140453,3.0
24217.0,24230.0,0.1407823379073763,5.0
16097.0,19986.0,0.1410779926140147,2.0
17465.0,20414.0,0.14118781817139883,2.0
24214.0,24237.0,0.14151990437155249,8.0
4238.0,22796.0,0.14192603707565418,2.0
17498.0,19510.0,0.14220056258679142,2.0
23856.0,24252.0,0.14273868898561917,3.0
24244.0,24246.0,0.14377238956072202,4.0
24221.0,24249.0,0.14396324762475543,8.0
17231.0,20215.0,0.14424285077604374,2.0
21033.0,24260.0,0.14428559641673633,3.0
18078.0,24233.0,0.14480446586115128,3.0
19627.0,21115.0,0.145155089473294,2.0
24220.0,24225.0,0.14516714504322256,4.0
18889.0,24253.0,0.1453019843865412,3.0
20386.0,24245.0,0.14567315012268678,3.0
16059.0,21408.0,0.14576007683861858,2.0
24240.0,24259.0,0.14643115561018202,8.0
24254.0,24267.0,0.14647432171912236,13.0
24241.0,24257.0,0.14657933005713983,4.0
24226.0,24264.0,0.14693876275510143,4.0
20978.0,22287.0,0.1477633242722973,2.0
24239.0,24250.0,0.14806282450365446,5.0
17682.0,20330.0,0.14887242860919547,2.0
21494.0,24268.0,0.14904809067322314,3.0
18488.0,24261.0,0.14928049660510473,3.0
24247.0,24266.0,0.15002499791701385,6.0
16486.0,18780.0,0.15002666429671754,2.0
23132.0,24243.0,0.15007664708408158,3.0
19331.0,20359.0,0.15040944119303146,2.0
23458.0,24274.0,0.151511825721074,4.0
3910.0,22933.0,0.15153547439461126,2.0
24219.0,24262.0,0.15167731397858292,11.0
19241.0,19314.0,0.15287903715029139,2.0
24235.0,24285.0,0.1530032679389562,8.0
16905.0,24236.0,0.15300762508232396,3.0
24223.0,24277.0,0.153456312166003,16.0
19245.0,22903.0,0.15353175567289015,2.0
17795.0,24271.0,0.1536120654983433,3.0
16253.0,24286.0,0.15387440766200638,3.0
16920.0,17286.0,0.1551483161365279,2.0
18099.0,20358.0,0.15549598065545236,2.0
24265.0,24278.0,0.15573290626979916,7.0
24276.0,24282.0,0.15591744610530286,10.0
24242.0,24279.0,0.1559540530626461,6.0
24272.0,24281.0,0.15595480114443394,9.0
24251.0,24263.0,0.1561825854568939,4.0
4173.0,17241.0,0.15645127036876347,2.0
20564.0,24283.0,0.1566593969944563,4.0
24269.0,24275.0,0.1571593670980723,5.0
1203.0,18501.0,0.1572513910908259,2.0
14.0,17337.0,0.15769908052997594,2.0
20063.0,23887.0,0.15787970103848104,2.0
22558.0,24298.0,0.15865581195363337,4.0
22754.0,24292.0,0.15873247934811618,3.0
24258.0,24303.0,0.15885982640190816,9.0
17806.0,22431.0,0.15888675212238468,2.0
1322.0,23843.0,0.15920427129948442,2.0
20695.0,22411.0,0.1595493654014333,2.0
20725.0,24288.0,0.16002395653984652,3.0
3866.0,19251.0,0.16023108312683854,2.0
24289.0,24302.0,0.16026027936721363,14.0
17896.0,21924.0,0.1605895388871894,2.0
19508.0,20318.0,0.16091612722160611,2.0
21637.0,23769.0,0.16096894110355595,2.0
20901.0,24299.0,0.1610289828985253,3.0
22307.0,23714.0,0.16109934822959407,2.0
17220.0,23703.0,0.16141561262777554,2.0
18646.0,21574.0,0.16142490514167934,2.0
19166.0,24179.0,0.1615085137074828,2.0
24270.0,24304.0,0.16188988026845075,12.0
18131.0,24176.0,0.1620462896829178,2.0
18481.0,21864.0,0.16228986413205265,2.0
2976.0,20025.0,0.16231450951778692,2.0
16923.0,22654.0,0.16233607116103344,2.0
24284.0,24312.0,0.16233753783545007,7.0
16034.0,23748.0,0.16257306049896472,2.0
2351.0,23333.0,0.16277591959500573,2.0
16225.0,18093.0,0.1629907972862276,2.0
2036.0,17261.0,0.16333707478707946,2.0
15929.0,17424.0,0.1633431969810808,2.0
24212.0,24295.0,0.16410726505686596,18.0
17257.0,22740.0,0.1642498097411382,2.0
24273.0,24305.0,0.16456190035247836,7.0
867.0,5707.0,0.16462988793047392,2.0
16378.0,24280.0,0.16478470802838513,3.0
24308.0,24342.0,0.16518720981272814,12.0
440.0,18233.0,0.16529670293142515,2.0
19359.0,24332.0,0.16559589366889485,3.0
16617.0,22722.0,0.16572869395490972,2.0
21075.0,24202.0,0.16581917862539314,2.0
21413.0,24031.0,0.1658312395177701,2.0
16865.0,18456.0,0.16590961394687193,2.0
796.0,18123.0,0.16595782596792424,2.0
16690.0,20947.0,0.16603614064413857,2.0
20249.0,24317.0,0.1664612066919301,3.0
5533.0,23574.0,0.1666253282067279,2.0
20800.0,24326.0,0.1666523327169474,3.0
21245.0,21599.0,0.16676630355080752,2.0
2835.0,18865.0,0.16714065932620872,2.0
18531.0,19950.0,0.1672632655426772,2.0
18548.0,20550.0,0.1672782113725517,2.0
16325.0,24310.0,0.1673011257184687,3.0
15867.0,18408.0,0.1673977299726616,2.0
19629.0,23804.0,0.16746342884343468,2.0
18275.0,24352.0,0.16773192898193237,3.0
21105.0,23541.0,0.16785112451217019,2.0
19483.0,21081.0,0.167928556237467,2.0
16415.0,17086.0,0.16799404751359537,2.0
16342.0,18021.0,0.16801488029338402,2.0
23358.0,24294.0,0.1680748841042769,4.0
20287.0,24327.0,0.16817649459223916,3.0
16159.0,17601.0,0.16818144963104617,2.0
3722.0,18585.0,0.16850222550459046,2.0
18718.0,23802.0,0.16851706145076248,2.0
18392.0,20717.0,0.16867720652180634,2.0
16385.0,21388.0,0.16885200620661897,2.0
20192.0,24306.0,0.1689348987036134,3.0
17319.0,21473.0,0.16908281994336408,2.0
24301.0,24314.0,0.16918427072372125,16.0
19339.0,21945.0,0.16918628786045312,2.0
20970.0,24325.0,0.169199093772199,3.0
17815.0,21226.0,0.16929559947027611,2.0
5477.0,18292.0,0.169322178110252,2.0
1661.0,18149.0,0.16934284750174666,2.0
17709.0,19753.0,0.16972919607421724,2.0
20519.0,24353.0,0.1697645428232884,3.0
16981.0,24321.0,0.1698518962704474,3.0
21783.0,22699.0,0.17014699527173568,2.0
16646.0,22807.0,0.17033202869689595,2.0
22024.0,22141.0,0.17054618142896086,2.0
24307.0,24318.0,0.17063278588550213,7.0
17218.0,19308.0,0.17085666507338884,2.0
19422.0,22893.0,0.17090640713560193,2.0
1775.0,16172.0,0.1712249981749157,2.0
17517.0,18943.0,0.17130090484291136,2.0
17116.0,24360.0,0.171446784746755,3.0
908.0,24341.0,0.17152064987438945,3.0
17425.0,23537.0,0.1717207034693258,2.0
17331.0,21884.0,0.17184004189943686,2.0
17250.0,22176.0,0.1719389426511636,2.0
20350.0,24372.0,0.17217529826700853,3.0
3445.0,22442.0,0.17221788525005197,2.0
5785.0,19432.0,0.17241229654522872,2.0
18405.0,20406.0,0.1725456461345811,2.0
16664.0,24059.0,0.1725630319622373,2.0
17469.0,23322.0,0.17274837191707523,2.0
17003.0,22233.0,0.17282071635078983,2.0
19324.0,24339.0,0.17284771717709627,3.0
19380.0,21355.0,0.17286410847830763,2.0
17144.0,19349.0,0.17294218687179846,2.0
21212.0,24316.0,0.17297591354482444,3.0
19124.0,20417.0,0.17303467860518634,2.0
17545.0,19500.0,0.17370089234082867,2.0
301.0,21014.0,0.1738418821803324,2.0
21588.0,24157.0,0.1739597654631673,2.0
17870.0,18116.0,0.17410341754256325,2.0
24369.0,24378.0,0.17418438506364783,20.0
803.0,24309.0,0.17454321336945064,3.0
17707.0,22675.0,0.1745794947867593,2.0
5149.0,18862.0,0.17460240548171138,2.0
20166.0,21263.0,0.17462531317080002,2.0
18070.0,22673.0,0.17468256925062695,2.0
3322.0,3887.0,0.17471405209656304,2.0
19594.0,24374.0,0.17496666349145887,3.0
3466.0,24355.0,0.17500857121866997,3.0
21073.0,24387.0,0.17501047587692203,3.0
8221.0,24391.0,0.17505046891301568,3.0
4302.0,22665.0,0.17530829986055968,2.0
16333.0,22851.0,0.17535963047406364,2.0
20561.0,22292.0,0.17560466964178403,2.0
18000.0,21284.0,0.17569006801751816,2.0
3718.0,7145.0,0.17572706109191127,2.0
1167.0,19479.0,0.1760255663248943,2.0
19127.0,21035.0,0.17611927776367953,2.0
18623.0,24412.0,0.176147665326567,3.0
16418.0,19448.0,0.17617321022221344,2.0
20455.0,24379.0,0.17617415625832708,3.0
4087.0,20055.0,0.17632356620712963,2.0
2655.0,8254.0,0.17640861656960052,2.0
10704.0,19890.0,0.17643128974192757,2.0
16147.0,17105.0,0.1769011023142601,2.0
1959.0,16268.0,0.1769434938052255,2.0
17064.0,18601.0,0.17702542190318385,2.0
20024.0,24402.0,0.17726627804896627,3.0
24323.0,24362.0,0.1776133440932864,4.0
24315.0,24361.0,0.17763877204409337,5.0
377.0,24311.0,0.17769074258384698,3.0
24287.0,24345.0,0.1777232867878226,15.0
17125.0,21052.0,0.17775826281779383,2.0
5211.0,16541.0,0.17776670104381187,2.0
19392.0,21875.0,0.177800449943188,2.0
16288.0,24377.0,0.1778098235006533,3.0
264.0,19819.0,0.17783138080777472,2.0
19155.0,24390.0,0.1780267836992112,8.0
24335.0,24347.0,0.17813365768433578,5.0
17049.0,24396.0,0.17827693812343381,4.0
16021.0,21578.0,0.17837881040078798,2.0
17477.0,24408.0,0.17845447598757555,3.0
20496.0,23845.0,0.17848529351181877,2.0
16054.0,24359.0,0.17858424715896257,3.0
1353.0,3560.0,0.17862810529141426,2.0
24293.0,24329.0,0.17913216722111408,20.0
3297.0,24364.0,0.17929723924254976,4.0
24357.0,24436.0,0.17970104803997852,5.0
24331.0,24333.0,0.17970114078658528,4.0
20884.0,22011.0,0.1797943269405353,2.0
1500.0,22805.0,0.17994721448246984,2.0
16907.0,22042.0,0.17994721448247047,2.0
17864.0,24433.0,0.18016103907338077,3.0
3723.0,18805.0,0.1804189568753791,2.0
18229.0,24381.0,0.18058146822602458,3.0
5723.0,19955.0,0.18063775906493093,2.0
24371.0,24450.0,0.18064052701428934,4.0
24441.0,24448.0,0.18072769571927838,4.0
17651.0,18695.0,0.18077887044674273,2.0
16425.0,24449.0,0.1807917770991447,3.0
21271.0,24363.0,0.1808645902325826,3.0
19133.0,24350.0,0.18106720667568005,3.0
4096.0,23283.0,0.18124844826921954,2.0
1008.0,24017.0,0.18149380154704947,2.0
3116.0,16940.0,0.18155990746858228,2.0
24343.0,24346.0,0.18162048342629264,4.0
24351.0,24386.0,0.18165498433385618,5.0
16287.0,23501.0,0.18170305445974466,2.0
20933.0,24452.0,0.18182409081307116,3.0
2049.0,4055.0,0.18187633161024708,2.0
24330.0,24400.0,0.18200347982021325,5.0
5411.0,22913.0,0.18224159788588304,2.0
22455.0,23948.0,0.18227726133558192,2.0
20835.0,24434.0,0.18238558057039508,4.0
24370.0,24380.0,0.18247008887303504,6.0
16454.0,24432.0,0.1825568404634568,3.0
22071.0,24464.0,0.1825631397626588,5.0
15889.0,22225.0,0.1827046797430217,2.0
24383.0,24444.0,0.18278630510334584,6.0
17091.0,20268.0,0.18292894795521072,2.0
16161.0,23345.0,0.18309560344257356,2.0
18079.0,19457.0,0.18316113124787176,2.0
24324.0,24453.0,0.18317641356039704,11.0
2085.0,20182.0,0.18319934497699444,2.0
20882.0,21827.0,0.18321026172133426,2.0
902.0,22634.0,0.18327847664142177,2.0
16544.0,24358.0,0.18329939079731536,3.0
1294.0,16265.0,0.18333303030277937,2.0
20981.0,24492.0,0.18360700785463854,6.0
4303.0,24467.0,0.18366727162634774,3.0
689.0,19722.0,0.1838015233886819,2.0
19452.0,24471.0,0.18409598945477712,3.0
17201.0,24442.0,0.18413581943771873,3.0
24338.0,24389.0,0.18413989247308704,4.0
3930.0,24290.0,0.18420550118459308,3.0
1897.0,23675.0,0.18435021019787337,2.0
17671.0,20310.0,0.18436919482386457,2.0
17766.0,23443.0,0.18439631232755216,2.0
24319.0,24459.0,0.1844512582409423,5.0
16703.0,21690.0,0.18455080601287058,2.0
21710.0,24437.0,0.1848296513008667,3.0
24026.0,24451.0,0.18485444724611472,4.0
4922.0,24418.0,0.18486932321687824,3.0
